run_id,replication,randomized_position,status,backend_provider,model,data_view,prompt_template,reasoning_profile,factor_data_view,factor_model,factor_prompt_template,factor_temperature,setting_data_view,setting_inference_options.max_tokens,setting_inference_options.reasoning.enabled,setting_inference_options.temperature,setting_model,setting_prompt_template,started_at_utc,ended_at_utc,wall_clock_seconds,input_token_count,output_token_count,total_token_count,total_duration_seconds,load_duration_seconds,prompt_eval_duration_seconds,eval_duration_seconds,response_json_valid,expected_json_key_count,response_filled_key_count,response_schema_completeness,done_reason,error,prompt_path,response_path
252,2,11,success,together,Qwen/Qwen3.5-9B,stim_and_mouse_summary,prompts/stim_paradigm_predictive.md,,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.5,stim_and_mouse_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,2026-05-03T04:08:27.179844+00:00,2026-05-03T04:08:40.098678+00:00,12.918332,6275,1214,7489,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0252.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0252.json
291,3,12,success,together,moonshotai/Kimi-K2.5,stim_and_mouse_summary,prompts/stim_paradigm_basic.md,,stim_and_mouse_summary,kimi,prompts/stim_paradigm_basic.md,0.5,stim_and_mouse_summary,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:08:40.099281+00:00,2026-05-03T04:09:56.883538+00:00,76.783473,3973,1104,5077,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0291.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0291.json
178,2,13,success,together,moonshotai/Kimi-K2.5,summary_only,prompts/stim_paradigm_predictive.md,,summary_only,kimi,prompts/stim_paradigm_predictive.md,1.0,summary_only,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,2026-05-03T04:09:56.884126+00:00,2026-05-03T04:10:35.216442+00:00,38.331959,1003,1049,2052,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0178.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0178.json
146,2,14,success,together,moonshotai/Kimi-K2.5,stim_summary,prompts/stim_paradigm_basic.md,,stim_summary,kimi,prompts/stim_paradigm_basic.md,0.25,stim_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:10:35.216767+00:00,2026-05-03T04:10:49.310641+00:00,14.0932,1109,1107,2216,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0146.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0146.json
266,2,15,success,together,Qwen/Qwen3.5-9B,stim_summary,prompts/stim_paradigm_anova.md,,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,1.0,stim_summary,1800,False,1.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,2026-05-03T04:10:49.311228+00:00,2026-05-03T04:11:13.272772+00:00,23.961083,1453,1095,2548,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0266.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0266.json
19,1,16,success,together,moonshotai/Kimi-K2.5,summary_only,prompts/stim_paradigm_basic.md,,summary_only,kimi,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:11:13.273266+00:00,2026-05-03T04:11:27.761276+00:00,14.487555,895,1174,2069,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0019.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0019.json
139,2,17,success,together,moonshotai/Kimi-K2.5,summary_only,prompts/stim_paradigm_anova.md,,summary_only,kimi,prompts/stim_paradigm_anova.md,0.0,summary_only,1800,False,0.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,2026-05-03T04:11:27.761743+00:00,2026-05-03T04:12:06.327869+00:00,38.565474,947,1319,2266,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0139.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0139.json
360,3,18,success,together,deepseek-ai/DeepSeek-V3.1,stim_and_mouse_summary,prompts/stim_paradigm_predictive.md,,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,1.0,stim_and_mouse_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,2026-05-03T04:12:06.328498+00:00,2026-05-03T04:12:16.148165+00:00,9.819183,4151,578,4729,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0360.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0360.json
149,2,19,success,together,moonshotai/Kimi-K2.5,stim_summary,prompts/stim_paradigm_anova.md,,stim_summary,kimi,prompts/stim_paradigm_anova.md,0.25,stim_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,2026-05-03T04:12:16.148708+00:00,2026-05-03T04:12:37.038188+00:00,20.888978,1161,1501,2662,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0149.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0149.json
245,2,20,success,together,Qwen/Qwen3.5-9B,stim_summary,prompts/stim_paradigm_basic.md,,stim_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.5,stim_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,2026-05-03T04:12:37.038714+00:00,2026-05-03T04:12:52.398137+00:00,15.35891,1400,910,2310,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0245.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0245.json
42,1,21,success,together,moonshotai/Kimi-K2.5,stim_and_mouse_summary,prompts/stim_paradigm_anova.md,,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,1.0,stim_and_mouse_summary,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,2026-05-03T04:12:52.398702+00:00,2026-05-03T04:13:11.186954+00:00,18.787732,4025,1292,5317,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0042.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0042.json
368,3,22,success,together,Qwen/Qwen3.5-9B,stim_summary,prompts/stim_paradigm_predictive.md,,stim_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.0,stim_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,2026-05-03T04:13:11.187452+00:00,2026-05-03T04:13:24.346604+00:00,13.158674,1512,1097,2609,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0368.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0368.json
388,3,23,success,together,Qwen/Qwen3.5-9B,summary_only,prompts/stim_paradigm_basic.md,,summary_only,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.75,summary_only,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,2026-05-03T04:13:24.347097+00:00,2026-05-03T04:13:38.842392+00:00,14.494842,1074,880,1954,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0388.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0388.json
214,2,24,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_predictive.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.75,summary_only,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,2026-05-03T04:13:38.842908+00:00,2026-05-03T04:14:20.858139+00:00,42.014466,1029,1800,2829,,,,,False,11,,,length,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0214.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0214.json
222,2,25,success,together,deepseek-ai/DeepSeek-V3.1,stim_and_mouse_summary,prompts/stim_paradigm_anova.md,,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,1.0,stim_and_mouse_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,2026-05-03T04:14:20.858672+00:00,2026-05-03T04:14:34.182978+00:00,13.323857,4083,620,4703,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0222.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0222.json
39,1,26,success,together,moonshotai/Kimi-K2.5,stim_and_mouse_summary,prompts/stim_paradigm_basic.md,,stim_and_mouse_summary,kimi,prompts/stim_paradigm_basic.md,1.0,stim_and_mouse_summary,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:14:34.183481+00:00,2026-05-03T04:15:03.836180+00:00,29.652147,3973,1169,5142,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0039.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0039.json
276,3,27,success,together,moonshotai/Kimi-K2.5,stim_and_mouse_summary,prompts/stim_paradigm_anova.md,,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.0,stim_and_mouse_summary,1800,False,0.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,2026-05-03T04:15:03.836775+00:00,2026-05-03T04:17:03.307939+00:00,119.470575,4025,1380,5405,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0276.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0276.json
49,1,28,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_anova.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.0,summary_only,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,2026-05-03T04:17:03.308427+00:00,2026-05-03T04:17:47.928239+00:00,44.618854,961,1800,2761,,,,,False,9,,,length,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0049.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0049.json
280,3,29,success,together,moonshotai/Kimi-K2.5,summary_only,prompts/stim_paradigm_basic.md,,summary_only,kimi,prompts/stim_paradigm_basic.md,0.25,summary_only,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:17:47.928818+00:00,2026-05-03T04:17:58.377751+00:00,10.447694,895,933,1828,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0280.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0280.json
108,1,30,success,together,Qwen/Qwen3.5-9B,stim_and_mouse_summary,prompts/stim_paradigm_predictive.md,,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.25,stim_and_mouse_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,2026-05-03T04:17:58.378312+00:00,2026-05-03T04:18:31.345035+00:00,32.965636,6276,1202,7478,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0108.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0108.json
142,2,31,success,together,moonshotai/Kimi-K2.5,summary_only,prompts/stim_paradigm_predictive.md,,summary_only,kimi,prompts/stim_paradigm_predictive.md,0.0,summary_only,1800,False,0.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,2026-05-03T04:18:31.345521+00:00,2026-05-03T04:18:55.921336+00:00,24.575262,1003,1333,2336,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0142.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0142.json
174,2,32,success,together,moonshotai/Kimi-K2.5,stim_and_mouse_summary,prompts/stim_paradigm_basic.md,,stim_and_mouse_summary,kimi,prompts/stim_paradigm_basic.md,1.0,stim_and_mouse_summary,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:18:55.921937+00:00,2026-05-03T04:19:13.150976+00:00,17.228533,3973,1160,5133,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0174.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0174.json
29,1,33,success,together,moonshotai/Kimi-K2.5,stim_summary,prompts/stim_paradigm_basic.md,,stim_summary,kimi,prompts/stim_paradigm_basic.md,0.75,stim_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,2026-05-03T04:19:13.151491+00:00,2026-05-03T04:19:30.161021+00:00,17.009083,1109,1118,2227,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0029.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0029.json
329,3,34,success,together,deepseek-ai/DeepSeek-V3.1,stim_summary,prompts/stim_paradigm_anova.md,,stim_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.25,stim_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,2026-05-03T04:19:30.161525+00:00,2026-05-03T04:19:38.791598+00:00,8.629624,1179,446,1625,,,,,True,9,9,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0329.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0329.json
58,1,35,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_anova.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.25,summary_only,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,2026-05-03T04:19:38.792093+00:00,2026-05-03T04:20:31.193154+00:00,52.400322,961,1800,2761,,,,,False,9,,,length,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0058.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0058.json
226,2,36,success,together,Qwen/Qwen3.5-9B,summary_only,prompts/stim_paradigm_basic.md,,summary_only,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.0,summary_only,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,2026-05-03T04:20:31.193659+00:00,2026-05-03T04:20:47.987231+00:00,16.792874,1073,1118,2191,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0226.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0226.json
56,1,38,success,together,deepseek-ai/DeepSeek-V3.1,stim_summary,prompts/stim_paradigm_basic.md,,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.25,stim_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,2026-05-03T04:23:50.840194+00:00,2026-05-03T04:24:07.257696+00:00,16.417056,1130,668,1798,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0056.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0056.json
219,2,39,success,together,deepseek-ai/DeepSeek-V3.1,stim_and_mouse_summary,prompts/stim_paradigm_basic.md,,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,1.0,stim_and_mouse_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,2026-05-03T04:24:07.258251+00:00,2026-05-03T04:24:24.256261+00:00,16.997566,4034,681,4715,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0219.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0219.json
61,1,40,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_predictive.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.25,summary_only,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,2026-05-03T04:24:24.256874+00:00,2026-05-03T04:25:11.155407+00:00,46.897847,1029,1800,2829,,,,,False,11,,,length,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0061.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0061.json
208,2,41,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_basic.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.75,summary_only,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,2026-05-03T04:25:11.155941+00:00,2026-05-03T04:25:21.618572+00:00,10.462187,912,481,1393,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0208.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0208.json
369,3,43,success,together,Qwen/Qwen3.5-9B,stim_and_mouse_summary,prompts/stim_paradigm_predictive.md,,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.0,stim_and_mouse_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,2026-05-03T04:28:24.566903+00:00,2026-05-03T04:29:04.013226+00:00,39.445898,6275,1196,7471,,,,,True,11,11,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0369.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0369.json
316,3,44,success,together,deepseek-ai/DeepSeek-V3.1,summary_only,prompts/stim_paradigm_basic.md,,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.0,summary_only,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,2026-05-03T04:29:04.013641+00:00,2026-05-03T04:29:09.136258+00:00,5.122191,912,424,1336,,,,,True,8,8,1.0,stop,,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/prompts/run_0316.md,/home/ricardo/Documents/Purdue/phd-notes/Spring_2026/STAT-51400/project/outputs/responses/run_0316.json
