run_id,replication,randomized_position,factor_data_view,factor_model,factor_prompt_template,factor_temperature,data_view,inference_options.max_tokens,inference_options.reasoning.enabled,inference_options.temperature,model,prompt_template,settings_json
208,2,41,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.75,summary_only,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
150,2,42,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.25,stim_and_mouse_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
369,3,43,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.0,stim_and_mouse_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
316,3,44,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.0,summary_only,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
330,3,45,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.25,stim_and_mouse_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
65,1,46,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.5,stim_summary,1800,False,0.5,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
97,1,47,summary_only,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.0,summary_only,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
116,1,48,stim_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.5,stim_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
311,3,49,stim_summary,kimi,prompts/stim_paradigm_anova.md,1.0,stim_summary,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
324,3,50,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.0,stim_and_mouse_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
5,1,51,stim_summary,kimi,prompts/stim_paradigm_anova.md,0.0,stim_summary,1800,False,0.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
396,3,52,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.75,stim_and_mouse_summary,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
317,3,53,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.0,stim_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
362,3,54,stim_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.0,stim_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
270,2,55,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,1.0,stim_and_mouse_summary,1800,False,1.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
323,3,56,stim_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.0,stim_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
16,1,57,summary_only,kimi,prompts/stim_paradigm_predictive.md,0.25,summary_only,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
74,1,58,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.75,stim_summary,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
289,3,59,summary_only,kimi,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
357,3,60,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,1.0,stim_and_mouse_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
63,1,61,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.25,stim_and_mouse_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
